Contract.Date,Transaction.Date,Address,Price,Block.Size.m2,Transaction.Type,Purpose,Advertise.Date,Bed.Num,Bath.Num,Ensuite.Num,Garage.Num,Carport.Num,Contract.Year,Street.Type,Street.Name
12/10/2001,18/02/2002,Andado Place,395000,4834,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Place,Andado 
29/08/2001,NA,Bonrook Street,390000,NA,Full transfer,NA,1/08/2001,2,NA,NA,NA,NA,2001,Street,Bonrook 
30/05/2001,27/12/2001,Mainoru Place,372500,1515,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Place,Mainoru 
26/04/2001,NA,Jinka Street,360000,NA,Full transfer,NA,22/02/2001,3,NA,NA,NA,NA,2001,Street,Jinka 
21/11/2001,12/02/2002,Erldunda Circuit,359000,790,Full transfer,Single residential dwelling,1/11/2001,4,1,1,NA,NA,2001,Circuit,Erldunda 
14/09/2001,25/10/2001,Delamere Street,350000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
22/06/2001,6/11/2001,Florina Place,349000,1643,Full transfer,Single residential dwelling,7/05/2001,4,2,NA,2,NA,2001,Place,Florina 
30/04/2001,26/06/2001,Ambalindum Street,346000,1729,Full transfer,Single residential dwelling,21/03/2001,4,1,1,2,NA,2001,Street,Ambalindum 
17/12/2001,16/01/2002,Alroy Circuit,345000,914,Full transfer,Single residential dwelling,23/11/2001,3,1,1,2,NA,2001,Circuit,Alroy 
30/04/2001,21/06/2001,Delamere Street,335000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
14/08/2001,5/10/2001,Delamere Street,330000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
14/03/2001,20/06/2001,Delamere Street,330000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
31/07/2001,19/10/2001,Delamere Street,330000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
11/07/2001,5/09/2001,Delamere Street,325000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
25/05/2001,31/08/2001,Delamere Street,325000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
24/04/2001,18/06/2001,Woolner Circuit,320000,1212,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Circuit,Woolner 
14/09/2001,11/10/2001,Woolner Circuit,320000,1075,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Circuit,Woolner 
2/02/2001,5/03/2001,Alroy Circuit,315000,914,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Circuit,Alroy 
15/01/2001,26/06/2001,Delamere Street,312000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
20/07/2001,11/09/2001,Woolner Circuit,310000,1127,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Circuit,Woolner 
7/05/2001,3/07/2001,Erldunda Circuit,300000,984,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Circuit,Erldunda 
9/09/2001,19/12/2001,Moroak Street,300000,1078,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Moroak 
30/05/2001,17/07/2001,Delamere Street,298000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
28/06/2001,2/08/2001,Delamere Street,298000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
2/05/2001,16/07/2001,Delamere Street,295000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
19/06/2001,17/07/2001,Delamere Street,295000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
22/06/2001,25/09/2001,Delamere Street,295000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
17/04/2001,18/05/2001,Erldunda Circuit,295000,1288,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Circuit,Erldunda 
31/01/2001,20/03/2001,Alexandria Street,291000,828,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Alexandria 
25/09/2001,NA,Elkedra Street,285000,NA,Full transfer,NA,12/06/2001,4,1,1,2,NA,2001,Street,Elkedra 
24/04/2001,19/06/2001,Alroy Circuit,285000,834,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Circuit,Alroy 
8/01/2001,29/06/2001,Delamere Street,280000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
4/07/2001,31/07/2001,Elsey Street,279950,850,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Elsey 
2/11/2001,12/12/2001,Erldunda Circuit,275000,990,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Circuit,Erldunda 
30/04/2001,21/06/2001,Delamere Street,275000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
6/09/2001,10/10/2001,Erldunda Circuit,275000,743,Full transfer,Single residential dwelling,9/08/2001,4,NA,1,NA,NA,2001,Circuit,Erldunda 
22/05/2001,17/07/2001,Jinka Street,260000,6092,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Jinka 
24/01/2001,26/06/2001,Delamere Street,260000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
23/08/2001,10/01/2002,Delamere Street,260000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Delamere 
9/02/2001,7/03/2001,Andado Place,247500,1341,Full transfer,Single residential dwelling,7/10/2000,5,1,1,0,1,2001,Place,Andado 
12/04/2001,NA,Springvale Drive,235000,NA,Full transfer,NA,2/03/2001,4,1,NA,1,NA,2001,Drive,Springvale 
15/02/2001,18/04/2001,Mataranka Street,232000,1108,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Mataranka 
8/05/2001,NA,Alexandria Street,222500,NA,Full transfer,NA,15/03/2001,3,1,NA,1,NA,2001,Street,Alexandria 
8/03/2001,30/03/2001,Kyabra Place,218000,968,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Place,Kyabra 
21/12/2001,30/01/2002,Murranji Street,209950,332,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Murranji 
14/08/2001,24/09/2001,Epenarra Close,205000,483,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Close,Epenarra 
7/05/2001,25/06/2001,Jinka Street,187500,3362,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Jinka 
3/05/2001,6/06/2001,Bonrook Street,185000,5017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Bonrook 
14/06/2001,31/07/2001,Mataranka Street,180000,1001,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Mataranka 
20/11/2001,19/12/2001,Elkedra Close,170000,303,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Close,Elkedra 
1/10/2001,13/12/2001,Limbunya Street,170000,2159,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Limbunya 
10/04/2001,NA,Jinka Street,169000,NA,Full transfer,NA,14/02/2001,3,1,NA,0,2,2001,Street,Jinka 
14/08/2001,11/09/2001,Epenarra Close,165000,394,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Close,Epenarra 
6/04/2001,19/06/2001,Murranji Street,164950,317,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Murranji 
22/05/2001,13/09/2001,Hawker Place,162000,3750,Full transfer,"Office,professional suite",NA,NA,NA,NA,NA,NA,2001,Place,Hawker 
20/08/2001,13/09/2001,Jinka Street,162000,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Jinka 
16/10/2001,9/11/2001,Epenarra Close,161250,316,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Close,Epenarra 
18/04/2001,31/07/2001,Alexandria Street,155000,804,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Alexandria 
29/08/2001,25/09/2001,Jinka Street,155000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Jinka 
23/07/2001,28/08/2001,Walhallow Street,155000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Walhallow 
28/09/2001,27/12/2001,Jinka Street,150000,7726,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Jinka 
1/02/2001,8/03/2001,Elkedra Close,149000,353,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Close,Elkedra 
14/02/2001,4/05/2001,Jinka Street,148000,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Jinka 
10/04/2001,16/05/2001,Elkedra Close,145000,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Close,Elkedra 
15/01/2001,30/04/2001,Epenarra Close,144000,316,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Close,Epenarra 
22/03/2001,18/06/2001,Elkedra Close,141000,320,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Close,Elkedra 
15/02/2001,21/02/2001,Murranji Street,132500,287,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Murranji 
30/08/2001,20/12/2001,Jinka Street,131000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Jinka 
10/11/2001,18/01/2002,Springvale Drive,117000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
21/04/2001,11/10/2001,Beetaloo Street,114000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Beetaloo 
12/06/2001,9/08/2001,Springvale Drive,107000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
5/10/2001,8/02/2002,Springvale Drive,106000,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
29/10/2001,22/11/2001,Beetaloo Street,105000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Beetaloo 
16/11/2001,21/05/2002,Murranji Street,104905,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Murranji 
29/10/2001,14/12/2001,Springvale Drive,104500,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
28/08/2001,28/08/2001,Springvale Drive,100000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
22/05/2001,12/06/2001,Springvale Drive,99950,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
21/12/2001,12/02/2002,Beetaloo Street,99000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Beetaloo 
25/07/2001,9/04/2002,Beetaloo Street,97990,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Beetaloo 
30/11/2001,15/01/2002,Bonrook Street,97000,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Bonrook 
20/12/2001,19/02/2002,Beetaloo Street,97000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Beetaloo 
19/12/2001,24/01/2002,Bonrook Street,97000,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Bonrook 
13/11/2001,14/01/2002,Beetaloo Street,95000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Beetaloo 
9/11/2001,30/11/2001,Murranji Street,95000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Murranji 
24/08/2001,10/10/2001,Beetaloo Street,93500,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Beetaloo 
9/08/2001,10/10/2001,Springvale Drive,92500,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
2/07/2001,13/07/2001,Springvale Drive,89900,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
14/11/2001,19/12/2001,Murranji Street,89500,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Murranji 
16/03/2001,23/04/2001,Springvale Drive,89500,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
7/06/2001,23/07/2001,Beetaloo Street,83300,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Beetaloo 
20/04/2001,21/06/2001,Springvale Drive,82000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
7/06/2001,27/06/2001,Springvale Drive,80000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
22/03/2001,1/05/2001,Murranji Street,80000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Murranji 
10/04/2001,14/05/2001,Beetaloo Street,79950,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Beetaloo 
4/04/2001,18/05/2001,Springvale Drive,78500,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
26/09/2001,25/10/2001,Murranji Street,74000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Murranji 
15/08/2001,10/09/2001,Springvale Drive,69000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
27/03/2001,15/05/2001,Springvale Drive,68000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
29/01/2001,26/02/2001,Springvale Drive,60000,4379,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
29/01/2001,26/02/2001,Springvale Drive,60000,4379,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
29/01/2001,26/02/2001,Springvale Drive,60000,4379,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
29/01/2001,26/02/2001,Springvale Drive,60000,4379,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
21/02/2001,19/03/2001,Springvale Drive,59000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
2/11/2001,12/12/2001,Beetaloo Street,NA,7773,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Beetaloo 
12/04/2001,14/08/2002,Jinka Street,NA,7726,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Jinka 
15/11/2001,15/11/2001,Marqua Place,NA,390,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Place,Marqua 
24/09/2001,24/09/2001,Kurundi Place,NA,1442,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Place,Kurundi 
24/06/2001,15/03/2002,Springvale Drive,NA,2181,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
12/01/2001,12/01/2001,Erldunda Circuit,NA,1105,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Circuit,Erldunda 
26/06/2001,5/09/2001,Hawker Place,NA,3750,Partial transfer,Consulting rooms,NA,NA,NA,NA,NA,NA,2001,Place,Hawker 
1/03/2001,1/03/2001,Elkedra Close,NA,490,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Close,Elkedra 
12/04/2001,8/08/2002,Epenarra Close,NA,317,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2001,Close,Epenarra 
28/08/2001,28/08/2001,Springvale Drive,NA,4017,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
12/10/2001,16/01/2002,Elsey Street,NA,1225,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Elsey 
26/06/2001,5/09/2001,Springvale Drive,NA,923,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Drive,Springvale 
5/11/2001,6/02/2002,Alexandria Street,NA,831,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Alexandria 
14/05/2001,14/05/2001,Mataranka Street,NA,943,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Mataranka 
27/07/2001,10/10/2001,Elsey Street,NA,1718,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Elsey 
15/11/2001,3/05/2002,Ambalindum Street,NA,1280,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Ambalindum 
25/10/2000,20/08/2001,Kurundi Place,544000,2186,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Place,Kurundi 
5/01/2000,22/02/2000,Marrakai Street,450000,2038,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Marrakai 
30/10/2000,21/05/2001,Marrakai Street,440000,1368,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Marrakai 
6/03/2000,2/05/2000,Woolner Circuit,440000,1997,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Woolner 
22/11/2000,29/12/2000,Woolner Circuit,430000,1129,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Woolner 
27/10/2000,15/02/2001,Goodparla Street,425000,1163,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Goodparla 
14/07/2000,20/09/2000,Rosewood Place,362500,826,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Place,Rosewood 
19/04/2000,15/05/2000,Alroy Circuit,355000,842,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Alroy 
5/10/2000,13/12/2000,Elsey Street,355000,976,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Elsey 
6/06/2000,13/07/2000,Woolner Circuit,340000,1184,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Woolner 
15/12/2000,30/04/2001,Erldunda Circuit,335000,1121,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Erldunda 
27/03/2000,1/05/2000,Tanumbirini Street,335000,1445,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Tanumbirini 
30/06/2000,6/09/2000,Woolner Circuit,333000,1159,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Woolner 
30/08/2000,29/09/2000,Springvale Drive,333000,2011,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
25/10/2000,16/01/2001,Goodparla Street,333000,1152,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Goodparla 
13/10/2000,20/06/2001,Delamere Street,320000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
15/06/2000,12/07/2000,Murranji Street,320000,1120,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
26/10/2000,14/12/2000,Alexandria Street,320000,949,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Alexandria 
25/09/2000,21/06/2001,Delamere Street,320000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
2/12/2000,18/01/2001,Andado Place,320000,2189,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Place,Andado 
4/10/2000,26/06/2001,Delamere Street,320000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
22/09/2000,26/06/2001,Delamere Street,312000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
15/11/2000,3/07/2001,Delamere Street,312000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
29/09/2000,21/06/2001,Delamere Street,311200,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
13/03/2000,25/04/2000,Murranji Street,298000,1087,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
21/11/2000,5/03/2001,Woolner Circuit,298000,1184,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Woolner 
3/10/2000,3/10/2000,Moroak Street,295000,1184,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Moroak 
7/08/2000,21/09/2000,Goodparla Street,295000,1146,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Goodparla 
16/11/2000,17/01/2001,Andado Place,290000,1800,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Place,Andado 
15/05/2000,7/08/2000,Murranji Street,290000,1158,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
21/10/2000,NA,Elkedra Close,290000,NA,Full transfer,NA,21/09/2000,4,NA,NA,NA,NA,2000,Close,Elkedra 
25/10/2000,5/12/2001,Delamere Street,287620,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
4/10/2000,21/06/2001,Delamere Street,285000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
12/10/2000,27/06/2001,Delamere Street,285000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
13/11/2000,12/12/2000,Alroy Circuit,278000,824,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Alroy 
25/09/2000,26/06/2001,Delamere Street,277000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
9/02/2000,22/02/2000,Springvale Drive,275000,1097,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
21/07/2000,8/09/2000,Alroy Circuit,275000,790,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Alroy 
11/09/2000,21/06/2001,Delamere Street,275000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
8/05/2000,27/06/2000,Erldunda Circuit,270000,924,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Erldunda 
22/11/2000,11/12/2000,Alroy Circuit,269950,891,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Alroy 
10/10/2000,21/06/2001,Delamere Street,260000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
15/11/2000,29/06/2001,Delamere Street,260000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
10/10/2000,27/07/2001,Delamere Street,259950,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
14/02/2000,13/03/2000,Andado Place,258000,1239,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Place,Andado 
12/10/2000,20/07/2001,Delamere Street,255000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Delamere 
22/03/2000,1/05/2000,Mataranka Street,253000,908,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Mataranka 
14/03/2000,7/07/2000,Elsey Street,247500,1614,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Elsey 
5/09/2000,6/10/2000,Murranji Street,246500,880,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
12/10/2000,17/11/2000,Alroy Circuit,245000,830,Full transfer,Single residential dwelling,9/09/2000,NA,NA,NA,NA,NA,2000,Circuit,Alroy 
7/04/2000,7/06/2000,Alroy Circuit,245000,831,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Alroy 
15/02/2000,16/03/2000,Erldunda Circuit,243500,859,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Erldunda 
23/03/2000,25/04/2000,Kulgera Street,240000,780,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Kulgera 
11/02/2000,19/06/2000,Murranji Street,239950,878,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
10/10/2000,25/06/2001,Jinka Street,239950,6092,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Jinka 
11/05/2000,19/05/2000,Tanumbirini Street,236000,1000,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Tanumbirini 
7/08/2000,1/09/2000,Mataranka Street,227500,819,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Mataranka 
9/02/2000,28/02/2000,Erldunda Circuit,210000,1312,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Erldunda 
11/09/2000,8/11/2000,Jinka Street,210000,6092,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Jinka 
11/04/2000,22/06/2000,Alroy Circuit,205000,802,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Alroy 
16/03/2000,10/04/2000,Murranji Street,200000,777,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
9/08/2000,14/09/2000,Springvale Drive,187000,1176,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
8/08/2000,22/09/2000,Undoolya Street,185500,5017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Undoolya 
22/12/2000,18/01/2001,Marqua Place,185000,403,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Place,Marqua 
10/10/2000,NA,Woolner Circuit,184000,NA,Full transfer,NA,12/07/2000,4,NA,2,NA,NA,2000,Circuit,Woolner 
16/06/2000,11/08/2000,Marqua Place,168000,469,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Place,Marqua 
26/10/2000,29/12/2000,Gorrie Close,164000,357,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Gorrie 
19/10/2000,NA,Bonrook Street,162000,NA,Full transfer,NA,9/09/2000,3,NA,NA,NA,NA,2000,Street,Bonrook 
